,x points,y points,x centre line, y centre line
0,0.03217761233289231,-0.0003369754863060175,0.016088806166446156,-0.00016848774315300874
1,0.002215771237443185,-0.4338712777353975,0.0011078856187215925,-0.21693563886769876
2,-0.00909882164746363,-0.8688417037918673,-0.004549410823731815,-0.43442085189593366
3,0.0015647777535856607,-1.301943928793311,0.0007823888767919621,-0.6509719643966619
4,0.037537513516023135,-1.729873627877261,0.04204352991867993,-0.650463678098156
5,0.10215032971526913,-2.1493264761813,0.10743159448116273,-0.6492820988707215
6,0.19873417042674946,-2.5569981488429474,0.20076078583659018,-0.6469699724092345
7,0.3306199797258891,-2.949584320999799,0.32584530725729877,-0.6430700444086223
8,0.5011229519998462,-3.323790568725052,0.48649148717150525,-0.6371300110316065
9,0.7107699715528997,-3.6780753204819963,0.6843273804443164,-0.629185878507932
10,0.9541176770549056,-4.0146501595190225,1.033364696805152,-0.4459963360485168
11,1.2249523925730028,-4.3362109221813325,1.295527696022268,-0.43688448615983944
12,1.5170604421743321,-4.6454534448140485,1.5719660597381073,-0.4231763574931929
13,1.8242281499260302,-4.945073563762423,1.8557700182524939,-0.40446887426426736
14,2.1402418398952383,-5.237767115371554,2.1408027349065324,-0.3807557870173631
15,2.458887836149101,-5.52622993598668,2.5469306982973334,-0.18224555358898584
16,2.7746200351120045,-5.812907883451485,2.8271315733827045,-0.15461772910681704
17,3.0866939173688035,-6.098448819033063,3.1064952886248745,-0.12783407722993195
18,3.3964663871539114,-6.382713706924152,3.386978148537452,-0.10268257713819391
19,3.705303222568578,-6.665560188417815,3.8044772673132585,0.08024535088374732
20,4.014570201714047,-6.94684590480717,4.098245114691725,0.09559765232552656
21,4.325633102691571,-7.2264284973853075,4.397637053685161,0.10798672469623219
22,4.6398569943858945,-7.504163787651801,4.702822368988508,0.11789899840159682
23,4.9584087351705,-7.7793990045812516,5.013871240041021,0.12607520010978343
24,5.28198675387863,-8.050279423926233,5.330619631511891,0.1338570331000503
25,5.611221828433803,-8.314776734545436,5.652869682615427,0.14267299409857692
26,5.946744736759517,-8.570862625297597,5.980423532565934,0.15395157983146596
27,6.289186256779295,-8.816508785041346,6.3131277276638915,0.16905209982284675
28,6.639177166416638,-9.049686902635383,6.651291891872186,0.18861237856837587
29,6.997348243595063,-9.268368666938398,7.162852514589991,0.34302059830614934
30,7.364245183450056,-9.470717109835196,7.516153742897957,0.3678242375202544
31,7.739510053469814,-9.656927435081371,7.876413336260102,0.39568453958209415
32,8.122240106085256,-9.82842008321848,8.243453112712603,0.4250803323787434
33,8.51152508401693,-9.986632383406056,8.617091135436493,0.4544819994883244
34,8.906454729985391,-10.133001664803611,8.997145467612809,0.48235992448898496
35,9.306118786711181,-10.268965256570722,9.383432801800277,0.5071879175390818
36,9.709606996914848,-10.395960487866946,9.775556351113439,0.5279734912373566
37,10.116009103316943,-10.515424687851782,10.172676251687845,0.5448318585784806
38,10.524414848638001,-10.628795185684845,10.57389752107945,0.558016029995025
39,10.933913975598587,-10.737509310525615,10.978325176844198,0.5677790159196378
40,11.34367116935871,-10.842884571843221,11.385101707757766,0.5744337366301142
41,11.753466432486288,-10.945254695527467,11.793677261299802,0.5787850041939633
42,12.163381578923484,-11.044470864523296,12.203652890637015,0.5818789021510558
43,12.573500502005874,-11.14038093719385,12.614630688632873,0.5847631763322071
44,12.983907095069046,-11.232832771902165,13.026212748150838,0.5884855725682843
45,13.394685251448577,-11.321674227011346,13.438001162054377,0.5940938366900901
46,13.80591886448004,-11.40675316088452,13.849599554351954,0.6026319141129589
47,14.217691827499037,-11.487917431884735,14.260784140298988,0.6147153659705016
48,14.630088033841126,-11.565014898375049,14.671659722052452,0.6301441763248959
49,15.04319137684189,-11.63789341871865,15.082367947738229,0.6486268748092492
50,15.457085749836933,-11.706400851278524,15.493050465482217,0.6698719910568469
51,15.871849117734595,-11.770409340502725,15.90384595919669,0.693575911658411
52,16.287445421862163,-11.830258133878731,16.314836101003344,0.7192014716849499
53,16.70373575807119,-11.886707790291668,16.726051140286067,0.7460008505086622
54,17.120577536870464,-11.940533965809161,17.137519483757345,0.773218678910484
55,17.537828168768762,-11.992512316498804,17.752571262362444,0.8513412985369408
56,17.955345064274837,-12.043418498428244,18.164908121615955,0.8751340040124587
57,18.37298563389749,-12.094028167665094,18.577683206653553,0.8967115102236557
58,18.790607288145484,-12.14511698027699,18.99092492418771,0.9153184479514936
59,19.208067437527607,-12.197460592331531,19.404661680930896,0.9301994479769087
60,19.625223492552635,-12.251834659896373,19.818921883595632,0.9405991410808242
61,20.041932863729322,-12.309014839039119,20.233712100090987,0.9458582156004651
62,20.45805296156647,-12.369776785827401,20.64892160503477,0.9458332721582917
63,20.87344119657284,-12.434896156328847,21.06440046408707,0.9405533712227281
64,21.28795555044841,-12.505145295928173,21.47999900078479,0.9300493505240846
65,21.70154423388699,-12.58077357348253,21.895612653161805,0.9146135360564918
66,22.114343386666864,-12.660941101548445,22.311230823794123,0.8950828819643109
67,22.526512623831152,-12.7446719276335,22.72685465289027,0.8723623749164668
68,22.938211560422904,-12.830990099245247,23.142485280658715,0.8473570015818611
69,23.34959981148525,-12.918919663891264,23.558123847307964,0.8209717486293546
70,23.760836992061268,-13.007484669079098,23.973771493046446,0.7941116027278621
71,24.172082717194034,-13.095709162316377,24.389429358082648,0.7676815505462448
72,24.58349660192665,-13.182617191110651,24.805098582625053,0.7425865787533779
73,24.995238261302212,-13.26723280296948,25.220780306882165,0.7197316740182003
74,25.407467310363792,-13.348580045400466,25.636475671062446,0.7000218230095481
